system,n_trials,cr_pct_mean,cr_pct_std,tresp_s_mean,tresp_s_std,fpr_pct_mean,fpr_pct_std,fcr_pct_mean,fcr_pct_std,na_pct_mean,na_pct_std,moop_utility_mean,moop_utility_std,n_rules_total_mean,n_rules_total_std,peak_concurrent_rules_mean,peak_concurrent_rules_std,controller_load_final_mean,controller_load_final_std
proposed_dynamic_sdn,10,95.57253086419753,0.15311255252854775,2.4660945092668247,0.008543794051770068,0.3835,0.03138869223143902,0.308,0.02942787793912432,99.65064102564102,0.016530508920804092,0.5242420055080722,0.0011360065109032647,2648.3,16.9413694841946,70.1,1.5132745950421556,0.564254,0.006870266661491398
traditional_firewall,10,63.43441358024691,0.2657380970172903,44.990970455498484,0.012212957188779126,12.0035,0.2541854637857956,12.0035,0.2541854637857956,83.28589743589744,0.23493742784683583,0.35969894919278256,0.001633923418131117,0.0,0.0,0.0,0.0,0.246,0.0
ids_ips,10,70.19212962962963,0.1439182836704137,30.00124197932326,0.009923553980702982,7.552,0.14311184437355295,7.552,0.14311184437355295,88.7551282051282,0.1829519073267012,0.4110227749287749,0.0010782593470038588,0.0,0.0,0.0,0.0,0.246,0.0
static_sdn,10,86.93287037037037,0.189546445332725,15.001328434194038,0.00338004249846372,0.40950000000000003,0.03856488039654732,0.40950000000000003,0.03856488039654732,98.56410256410257,0.0538614141989745,0.48734198660968664,0.00110794565226607,2641.5,13.485177047410241,69.8,1.0770329614269007,0.562892,0.00488972964487814
